Q1-Location,Q2-Price,Q3-Rooms,Q4-Other rooms,Q5-Bathrooms,Q6-Car Parks,Q7-Property Type,Q8-Furnishing,Q9-Size
2,8326000,,,,,47,,12068
21,390000,3,,2,1,12,3,1180
1,1300000,3,,2,1,10,1,1259
4,310000,3,,2,1,5,2,860
4,305000,3,,2,1,5,2,800
4,488000,3,,2,2,37,2,1470
4,1250000,2,,2,1,1,1,915
22,4350000,4,,3,3,7,2,6000
14,695000,3,,2,1,12,2,1086
40,430000,3,,2,1,12,2,1088
8,275000,3,,2,1,5,2,920
14,340000,3,,2,1,5,2,950
5,985000,4,1,3,2,11,,1500
4,520000,3,,2,2,11,,
33,2400000,6,,4,,2,,3500
8,400000,3,,2,1,11,1,1169
21,690000,3,,2,2,16,1,2110
12,2250000,4,,4,2,23,1,1442
43,390000,3,,2,1,11,2,1100
1,3600000,5,,4,,3,2,3294
1,1904000,3,1,4,,11,2,3089
1,1904000,3,1,4,,11,2,3089
51,7500000,5,2,7,,7,2,8000
9,640000,2,,2,1,1,1,950
6,930000,3,,2,1,11,,1400
4,420000,1,,1,1,10,1,610
31,530000,3,,2,2,1,2,975
31,572000,3,,3,2,1,2,1125
31,520000,3,,2,2,1,2,975
17,1450000,2,,2,1,1,1,866
4,470000,3,,2,1,11,2,900
1,1900000,4,,5,1,11,2,2315
34,2900000,4,2,4,3,3,1,3983
56,445000,3,,2,2,1,,1058
43,2259000,5,,5,,4,,5856
40,630000,3,,2,2,14,2,900
40,540000,3,,2,2,10,2,805
40,360000,1,1,1,1,55,2,518
40,540000,3,,2,2,10,2,805
40,360000,1,1,1,1,55,2,518
3,1600000,3,1,5,3,12,1,2100
14,650000,3,,2,2,14,3,1094
22,918000,2,1,2,2,11,1,1529
68,350000,3,,2,2,37,2,850
26,970000,4,,2,3,6,1,154
47,425000,3,,2,1,12,,912
19,335000,3,1,2,1,12,,1083
18,1890000,5,1,6,4,8,,3600
4,850000,3,,2,,17,,
4,1300,3,,2,,25,,830
1,1085000,2,,2,1,12,2,1151
23,2600000,4,1,5,3,13,2,4569
23,1380000,1,,2,1,14,2,1131
23,1400000,1,,2,1,1,1,1131
23,1800000,2,1,3,1,10,1,1453
24,8800000,4,1,5,2,1,2,4157
4,330000,3,1,2,1,11,2,
1,4500000,5,1,6,4,11,2,5427
34,3150000,4,,5,3,11,1,3466
34,3100000,5,1,6,3,3,1,3460
4,1600000,5,1,5,2,8,1,279
23,1500000,1,,1,1,14,1,1131
5,600000,1,,1,1,10,2,660
8,2400000,5,,5,6,4,2,4000
34,628000,3,,2,1,3,2,1280
40,130000000,,,,,33,,5.75
22,690800,1,,1,,1,3,784
22,1326000,3,1,3,,1,3,1610
21,430000,2,,3,1,3,1,1190
19,450000,2,,2,2,28,2,794
5,1050000,4,1,3,2,12,2,1513
19,350000,1,,1,1,28,2,581
1,1841000,2,,2,,1,1,803
1,1668400,1,,1,,1,1,776
1,1050000,1,1,1,1,1,1,883
22,7250000,4,,5,,3,3,4771
1,1910000,2,,2,,11,2,1159
1,1280000,3,,4,,14,3,1701
14,410000,1,,2,1,1,,775
23,1400000,1,,2,1,14,1,
1,1900000,3,,2,2,16,1,
29,490000,2,,2,1,14,2,719
24,580000,3,,2,1,11,,1200
56,625000,3,,2,1,14,,1021
33,620000,1,1,2,1,14,4,853
4,460000,3,,2,1,3,1,910
4,570000,3,,2,1,14,2,920
4,575000,2,,2,2,3,,
4,400000,3,,2,1,3,,1000
29,390000,3,,2,2,3,2,
4,530000,3,,2,2,14,,774
14,680000,3,,2,2,3,2,935
4,780000,2,1,2,2,14,1,
4,320000,3,,2,1,3,3,959
1,1080000,1,,1,1,11,2,649
1,1668400,1,,1,,1,1,776
9,2700000,3,,4,,12,1,2660
22,7250000,4,,5,,3,3,4771
1,1668400,1,,1,,1,1,776
1,1841000,2,,2,,1,1,803
9,2700000,3,,4,,12,1,2660
22,7250000,4,,5,,3,3,4771
1,1668400,1,,1,,1,1,776
1,1841000,2,,2,,1,1,803
1,2308416,3,,3,,12,2,1535
24,820000,1,,1,1,11,1,538
22,970000,2,1,2,1,11,,980
6,890000,3,,2,1,3,1,
1,1090000,1,,1,,11,2,630
18,1590000,3,1,4,2,29,2,2400
14,655000,3,,2,2,11,2,948
14,570000,2,,2,1,10,2,672
46,765000,2,,2,2,10,1,1076
43,1200000,3,1,2,2,14,2,2017
29,638000,3,,2,2,11,4,1100
21,490000,4,,2,2,11,2,1313
22,8380000,4,1,5,4,3,2,4771
14,390000,3,,2,1,31,1,956
11,730000,2,,2,1,1,1,913
14,598000,2,,2,1,1,2,852
14,716000,3,1,2,1,1,2,1094
4,167000,2,,1,,48,3,560
5,629000,2,,2,,1,2,797
16,830000,3,,2,2,1,2,1430
16,650000,2,1,2,2,1,2,1025
15,600000,3,1,3,2,3,1,1397
11,3300000,4,1,5,,4,2,3500
10,6100000,5,1,5,,2,2,4500
43,580000,3,,2,2,3,3,966
22,12000000,5,1,6,,2,2,11500
21,430000,3,,2,2,11,,1021
1,510000,1,,1,,10,1,500
1,578000,1,,1,,10,2,600
14,650000,3,,2,2,10,3,953
31,1700,3,,2,2,10,2,975
16,535000,3,,2,2,11,1,1074
11,2600000,4,1,6,3,11,2,3401
43,500000,3,,2,,1,1,1060
43,450000,3,,2,1,10,3,1020
43,450000,3,,2,,1,2,1020
58,660000,3,,2,,1,,1100
58,680000,3,,2,,1,,1100
58,650000,3,,2,1,1,1,1100
17,7875000,,,,,53,,15000
34,3300000,4,,6,3,11,1,3466
4,486000,4,,3,2,17,,18
6,1250000,4,,3,,3,2,2000
27,300000,3,,1,,59,3,761
6,850000,3,,3,1,37,2,1380
21,340000,3,,2,1,25,,835
5,550000,2,,1,1,10,2,667
26,1000000,4,,2,,45,3,3200
15,428000,1,,1,1,28,2,510
14,418000,3,1,2,1,1,2,852
4,418000,3,,2,2,12,3,926
19,500000,3,,2,1,1,3,948
19,530000,3,,2,2,1,3,948
30,438000,3,,2,,42,2,630
26,690000,3,,2,,54,3,1760
41,590000,3,,2,,17,3,880
41,700000,4,,2,,17,1,880
43,600000,4,,3,,17,3,990
26,730000,3,,2,,54,2,1430
33,2180000,6,,8,,2,3,5231
1,4500000,3,1,4,2,27,1,3285
11,1800000,4,1,4,2,3,,1830
15,540000,3,1,2,2,1,3,1129
1,880000,2,,2,1,1,2,1055
24,4500000,3,1,4,2,1,,2405
32,1588000,4,1,6,3,11,2,2266
32,704000,3,,2,2,11,2,1085
1,1550000,2,1,2,,11,,1270
22,2880000,3,1,4,1,3,1,3400
12,2800000,3,1,4,2,15,2,3210
1,2289600,2,1,2,1,1,1,1325
1,1776600,2,1,3,1,1,1,1055
17,865000,1,,1,1,1,1,762
3,11500,5,1,6,2,15,1,5000
3,10000,5,1,6,2,15,1,5000
12,1660000,3,1,4,2,32,1,1900
11,715000,2,,2,,1,1,918
5,730000,3,,2,5,11,,1234
4,790000,5,,3,2,6,3,1500
22,580000,1,,1,1,11,1,750
34,1820,1,,1,,1,1,600
1,1650000,2,1,3,,3,2,2017
1,1600000,3,1,4,,3,2,2178
11,1120000,2,1,2,1,1,2,973
11,1100000,3,1,3,1,3,1,1690
1,1600000,2,,2,,1,1,1206
6,4500000,4,1,5,3,1,1,3832
2,2880000,5,,4,3,6,2,4055
33,680000,3,,2,,11,1,950
34,1530000,4,,3,2,6,2,22
11,2934400,4,1,6,3,3,2,3668
11,3600000,4,1,5,3,11,2,4090
49,390000,3,,2,2,37,2,990
11,4500,3,1,2,,11,1,1690
16,1300000,4,,5,,32,3,2030
41,650000,2,,2,,17,2,880
40,465000,3,,2,1,3,2,1039
14,470000,3,,2,2,62,2,1008
15,315000,3,,2,1,11,2,860
21,406000,3,1,2,2,11,,950
15,425000,3,,2,1,1,,878
1,1570000,1,1,1,1,1,1,850
19,768000,3,1,3,3,13,2,1318
19,687000,3,1,2,2,13,2,1200
14,770500,3,1,2,2,10,2,1094
14,580000,2,,2,1,10,2,852
19,435000,2,,2,2,13,2,794
15,600000,3,2,,1,11,1,1320
4,380000,3,,2,2,1,,820
5,634000,3,,2,2,11,,1105
37,559000,3,,3,,37,2,1680
19,780000,2,,2,1,11,,1110
14,383000,2,,1,1,12,2,752
8,709000,3,1,4,,12,2,1500
29,6450000,4,2,6,6,2,1,7200
5,980000,3,,2,1,12,2,1440
4,661754,3,,2,2,10,1,897
1,1904000,3,1,4,,11,2,3089
1,1500000,2,,2,,1,1,1030
22,4800000,5,1,6,,7,2,6732
11,3130000,5,2,6,,11,2,3704
1,1904000,3,1,4,,11,2,3089
40,790000,3,,2,2,3,1,1400
3,1390000,3,,2,,11,,1700
4,320000,3,,2,1,25,1,850
4,409000,3,,2,2,25,,850
16,350000,3,,3,1,1,3,1045
33,450000,3,,2,1,3,2,1207
21,438000,3,,2,2,10,2,1342
32,386000,3,,2,1,1,2,770
21,470000,3,,2,2,11,2,1280
11,2380000,3,,3,3,1,1,2000
11,1880000,3,,3,2,1,1,1600
5,1000000,2,,2,2,10,3,13939
21,550000,3,,2,2,12,,1313
9,750000,1,,1,1,1,1,789
9,1120000,2,,2,2,1,1,1121
21,200000,3,,1,,25,3,650
14,790000,2,,2,2,12,2,1164
1,1000000,1,1,1,1,10,3,969
14,505000,3,,2,2,11,,1250
29,299999,3,,2,1,25,2,950
27,600000,3,,2,2,12,2,1328
15,440000,3,,2,1,11,,1100
10,5000000,7,1,7,2,2,2,6600
16,555000,3,,2,1,12,3,1180
37,1950000,4,,3,4,8,2,3500
16,455000,1,,1,1,1,2,780
27,385000,3,,2,1,10,2,935
10,3800000,3,2,6,3,12,2,3672
22,8901000,4,,5,3,3,2,4945
6,850000,3,,3,1,73,2,1345
11,1100000,3,1,3,1,12,1,1690
1,1322392,1,,1,1,14,2,764
21,445000,3,,2,,11,,
7,4050000,5,,5,,8,1,4000
17,810000,1,,1,,1,1,657
28,1680000,,,,,33,,8400
28,2000000,,,,,33,,10000
11,2300000,4,1,5,,29,1,3700
28,2280000,,,,,33,,11400
5,9500000,,,,,64,3,17154
5,7950250,,,,,64,3,14455
5,3163050,,,,,49,,5751
5,6565350,,,,,64,3,11937
5,6189150,,,,,64,,11253
26,420000,3,,2,,17,,880
11,1350000,2,,3,2,1,1,1558
11,1000000,2,,3,2,1,1,1538
1,3100000,4,1,6,2,3,2,3502
2,8800000,5,2,7,4,7,2,9581
9,3800000,4,2,5,6,11,2,3628
40,3900000,3,2,4,3,52,2,6335
22,4900000,5,1,6,,7,2,6732
30,5200000,7,1,9,,9,1,7000
11,3000000,5,1,6,,8,2,4401
11,1400000,3,1,3,,11,1,1593
5,930000,4,1,3,3,3,2,1513
11,1100000,2,,2,1,1,2,910
26,1680000,6,,4,3,17,,3825
5,1700000,4,1,5,2,23,3,3100
4,2250000,5,,3,6,2,,10350
4,998000,3,,3,3,17,,2800
31,660000,2,,2,1,1,,861
14,450000,3,,2,1,10,2,852
1,1500000,2,,2,,1,1,1399
9,680000,1,,1,1,1,1,608
14,360000,3,,2,2,1,2,950
14,650000,3,,2,2,10,3,953
10,16000000,7,1,7,,7,2,11981
17,1500000,2,,2,1,1,1,891
21,680000,4,,2,2,11,1,1500
21,473000,3,,2,2,11,3,1021
14,710000,3,,2,2,11,3,1392
5,680000,3,,2,2,11,2,1404
8,685000,4,,3,2,6,1,1170
1,1450000,2,,2,,11,1,1059
17,788000,5,,3,3,11,,1403
27,570000,3,,2,1,11,2,1120
5,500000,1,1,1,1,1,2,667
2,12500000,5,1,5,,9,2,8800
1,3600000,5,,4,,3,2,3294
33,632000,2,,2,,1,2,912
11,1080000,3,1,3,,11,2,1703
33,632000,2,,2,,1,2,912
1,1960000,4,,5,1,11,1,2316
1,1960000,4,,5,1,11,1,2315
22,900000,3,1,3,1,12,2,1532
22,1100000,3,1,3,1,12,2,1600
14,540000,2,,2,1,10,3,797
14,420000,3,,2,1,3,1,980
33,1450000,3,1,3,1,11,,2100
32,399000,4,,2,1,5,2,1200
24,1280000,3,1,3,1,1,,1555
6,1850000,3,,2,,17,,1800
11,800000,2,,2,1,1,,913
9,1750000,3,1,3,,11,,2700
3,1180000,3,1,,,11,2,1887
30,460000,3,1,2,,5,4,1143
17,1227502,2,,2,2,1,1,866
48,1380000,3,1,4,,51,2,2336
8,399000,3,,2,1,11,1,
11,3000000,4,1,5,3,3,,2767
32,950000,4,,5,3,11,2,2150
14,855000,4,,3,2,11,2,1335
14,705000,3,,2,1,12,2,1086
14,410000,3,,2,2,10,2,950
27,630000,3,,2,2,12,2,1328
5,900000,3,,2,2,1,1,1170
22,3500000,5,2,6,2,18,2,4693
6,1450000,5,,3,2,6,2,1800
4,1090000,4,1,4,4,6,2,1800
18,560000,4,,2,1,21,2,840
68,465000,,,,,33,,3433.69
21,270000,3,,2,1,11,2,850
6,9000000,6,,8,6,7,2,8000
58,1246400,,,,,53,,6232
30,1170000,3,1,4,2,3,2,1788
4,440000,3,,2,,51,,1300
4,470000,4,,3,1,12,,1142
29,3688000,3,,6,4,88,2,1066
4,2600000,7,,8,,7,3,7300
7,2200000,4,1,5,2,12,1,2906
37,6500000,6,,7,,8,1,8955
32,460000,3,,2,1,14,3,770
32,455400,3,,2,1,10,3,770
32,550000,4,,2,1,1,2,850
32,550000,4,,2,1,14,3,900
32,499000,3,,2,2,10,3,770
7,700000,3,,2,1,3,2,1400
6,1280000,3,1,3,2,12,2,1826
14,749000,2,,2,1,12,2,1400
27,359000,,,,,11,,
27,749900,4,,3,2,12,1,1733
29,599000,3,,2,1,12,2,1350
14,659000,3,1,3,2,11,2,1168
14,599000,3,,2,2,11,2,1216
14,888000,3,,2,2,11,2,1523
17,449000,3,,2,1,37,1,1300
12,1280000,2,1,3,2,13,2,1389
12,1360000,3,,2,2,13,2,1377
12,2390000,4,1,5,3,15,1,3200
41,600000,3,,2,2,6,2,880
12,2250000,4,,3,2,32,,1442
24,995000,3,1,4,1,1,1,1572
29,600000,3,,2,,11,1,1250
17,6200000,9,,10,5,33,3,3076
11,1350000,3,,2,2,3,2,1200
15,620000,3,,2,2,11,1,1009
11,4500000,6,1,6,4,8,2,3100
11,1645600,3,1,4,2,11,2,1496
22,24000000,,,,,43,,23000
26,27300000,,,,,53,,42000
36,485000,3,,2,1,12,2,1100
5,5900000,5,,7,4,9,2,10000
11,4300,2,,2,1,1,1,1000
29,770000,3,,2,1,11,1,1250
11,900000,3,,2,1,12,1,1280
31,600000,3,,2,2,10,2,975
4,1080000,5,,4,,19,2,
1,2250000,2,,2,1,1,1,1271
1,1400000,1,,1,1,1,1,923
13,3300,3,,2,,1,1,990
13,2600,2,,2,,1,1,815
6,880000,2,,2,1,12,1,1200
32,418000,3,1,3,1,11,2,1267
29,335000,3,,2,1,5,2,850
14,700000,3,,2,2,1,,1084
14,580000,2,,2,1,1,,852
59,270000,3,,2,,62,,880
19,360000,3,,2,1,5,3,1005
5,720000,4,,2,,3,2,1212
14,638000,3,,2,2,3,2,1851
14,430000,1,,2,1,1,,775
12,3450000,5,2,7,4,32,2,5500
14,430000,1,,2,1,38,1,775
36,610000,3,,2,2,11,2,1196
21,700000,4,,3,2,11,2,1447
36,600000,3,,2,2,11,2,1196
22,1900000,3,1,3,1,11,2,1950
22,1880000,3,1,4,2,11,,2928
34,2800000,4,1,6,3,11,2,3660
11,1880000,3,,3,2,1,1,1573
34,2800000,3,1,3,2,17,1,2830
11,1800000,4,1,6,3,11,1,2405
11,6700000,7,,7,4,2,2,7847
34,2950000,4,1,6,,11,1,3660
2,1250000,2,1,2,1,11,2,1380
9,4600000,3,1,4,4,11,2,4327
9,5295000,4,2,5,4,3,2,3950
9,5487000,4,1,5,3,3,2,4306
16,318000,3,,2,2,5,1,1100
19,1100000,3,1,3,2,12,1,1535
21,590000,4,,2,2,11,1,1457
1,1360000,3,,3,2,14,2,1281
1,1170000,2,,2,1,1,1,1184
1,852000,1,,1,1,14,2,710
1,870000,1,,1,1,14,2,710
1,1703888,1,,1,1,14,2,679
11,950000,3,1,2,1,11,1,1241
40,720000,3,,2,,11,1,1323
14,770000,3,1,2,2,14,3,1133
21,428000,3,,2,2,10,2,1002
1,4000000,4,1,5,3,27,2,4400
23,2750000,4,1,5,2,12,1,3680
7,6200000,5,2,7,3,7,2,5916
1,3500000,3,1,5,2,12,2,2546
23,1580000,3,1,4,,12,1,1920
30,560000,3,,2,2,10,2,958
41,770000,3,1,2,2,11,1,1316
1,3950000,3,,2,1,1,1,1786
16,530000,3,,2,,11,2,935
5,1700,3,,2,2,3,2,1400
17,780000,1,,1,,1,,732
18,2100000,5,,3,,32,3,3600
26,488000,3,,2,2,10,2,1137
4,650000,4,,3,,17,2,1200
16,530000,3,,2,2,11,2,1044
17,1189500,2,,2,1,10,1,915
17,900000,1,,1,,1,1,646
24,880000,2,1,3,,10,1,1116
11,1150000,2,,2,1,1,2,910
19,720000,3,1,3,2,11,,1345
9,1250000,1,1,2,1,1,2,950
16,2500000,5,,5,,4,1,3500
16,1350000,5,,4,,32,,1602
16,600000,3,,2,3,11,1,1252
11,1250000,3,,2,1,1,1,1234
32,480000,3,,3,2,12,2,1150
21,460000,4,,2,2,12,2,1272
13,790000,1,1,1,,1,1,861
5,500000,1,1,1,1,1,2,667
14,700000,4,,2,2,11,2,1092
5,950000,3,,2,2,1,3,1218
29,465000,1,,1,1,1,1,578
1,1000000,2,2,3,2,10,1,1281
1,1050000,2,2,3,2,10,1,1281
1,1388200,1,,1,,1,1,631
1,1250000,1,,1,1,1,1,569
1,1841000,2,,2,1,1,1,803
1,1841000,2,,2,,1,1,803
32,418000,3,1,2,1,25,,1087
2,3800000,4,1,5,2,8,2,5354
66,28000000,4,2,,,93,,52000
11,2100000,4,2,4,3,11,2,3000
24,750000,1,,1,,1,1,745
10,3500000,3,1,5,2,11,2,3000
9,900000,1,,1,,1,1,820
22,14000000,5,1,6,,2,2,9240
24,990000,2,1,2,,1,1,1116
33,28100000,,,,,33,,112380
66,28000000,4,2,,,79,,52000
23,690000,4,,4,2,11,1,1298
11,1750000,3,1,3,2,14,3,1798
32,1174338,4,1,5,,11,2,2266
6,1080000,2,,2,2,10,1,826
6,1000000,1,,1,1,10,1,840
41,460000,4,,2,1,11,1,1076
26,540000,3,,2,2,12,2,1074
20,1450000,1,1,,1,14,2,1087
14,700000,2,,1,2,10,2,909
40,1250000,4,1,3,2,3,2,1646
40,850000,3,,2,2,3,2,1209
21,340000,4,,2,1,31,3,991
21,650000,3,,2,2,1,2,1270
14,178000,3,,2,,62,3,650
4,380000,3,,2,1,11,,922
11,1080000,3,1,3,,11,2,1703
19,395000,3,,2,,13,2,1062
1,710000,2,,2,1,11,1,919
19,340000,3,,2,1,12,2,877
18,2150000,5,2,8,,4,,3756
3,630000,3,1,3,2,11,2,1706
4,495000,2,,2,,1,1,720
4,695000,2,,2,,1,1,920
4,510000,3,,2,,11,3,1050
4,555000,3,,2,,11,3,1010
33,699000,3,,2,1,1,1,1087
9,643000,2,1,2,,11,1,887
3,550000,3,1,3,2,11,2,1418
4,670000,4,,2,1,12,2,1381
8,2400000,5,,5,,4,2,4000
53,530000,3,,3,2,6,2,1170
30,395000,3,,2,1,25,2,1000
4,630000,3,1,4,2,29,2,2333
12,2980000,3,,2,2,18,1,3400
16,348800,3,,3,2,14,1,1045
24,1380000,3,,2,2,1,2,1555
2,16000,6,1,8,,2,2,9914
33,420000,3,,2,1,29,2,710
50,418000,3,,2,1,12,2,956
4,378000,3,,2,2,37,2,709
4,530000,3,,2,1,12,3,
16,730000,3,,2,,1,1,1130
4,470000,3,,2,2,1,,1080
16,1700000,6,,5,5,23,1,5165
21,480000,4,,2,2,3,2,1272
21,530000,4,,2,2,3,2,2120
5,400000,3,,2,1,11,1,1200
5,390000,3,,2,1,11,1,1222
16,590000,3,,2,2,12,3,1106
16,580000,3,,2,2,12,3,1106
11,4500000,4,1,4,2,8,2,3319
27,910000,4,,2,,45,2,2830
5,505000,3,,2,1,11,2,1252
5,666000,2,1,2,1,1,,661
21,395000,3,,2,1,11,2,1130
29,300000,3,,2,1,5,1,930
18,3800000,7,,6,,2,2,7000
16,558000,3,,2,2,3,2,1099
11,3550000,5,,5,,8,2,3530
1,2150000,2,1,2,1,1,1,1299
1,1100000,2,,2,,1,1,826
11,700000,2,,2,2,1,1,913
1,3990000,3,1,4,3,1,2,3750
4,390000,3,,2,1,10,2,950
1,3600000,5,,4,,27,2,3294
11,1080000,3,1,3,,11,2,1703
26,670000,4,1,2,,54,3,1870
5,730000,3,1,3,2,12,2,
5,1100000,3,1,3,2,11,1,
5,880000,3,1,3,2,3,,1293
16,530000,3,,2,1,3,2,1044
21,300000,3,,2,1,11,,800
21,300000,3,,2,1,11,,800
23,1750000,3,,3,,1,2,1442
23,770000,3,1,3,1,11,1,1500
26,1900000,7,,5,,32,3,3300
21,500000,3,,2,2,11,3,908
23,1980000,6,1,5,,3,2,5906
4,340000,3,,2,1,12,,903
32,630000,3,,2,2,12,2,991
21,630000,3,,2,2,12,3,1200
19,1480000,5,,4,4,15,3,2180
29,1500000,,,,2,6,1,22
21,220000,3,,2,,25,2,650
21,320000,3,,2,1,3,3,1000
4,430000,3,,2,2,25,,850
14,460000,3,,2,1,10,2,852
4,535000,4,,2,1,3,2,1485
16,358800,3,,3,1,1,,1045
18,500000,3,,2,2,10,2,1007
15,250000,3,,2,1,11,3,869
21,390000,3,,2,1,11,2,1231
13,630000,2,,2,1,10,2,832
13,850000,3,,2,2,14,2,1100
19,370000,3,,2,,25,1,1005
15,220000,,,,,62,,774
14,750000,3,,2,1,10,1,935
33,750000,2,,2,2,14,1,977
20,2450000,3,1,2,2,28,1,1787
14,584250,2,,2,2,11,3,779
19,708889,2,1,2,2,11,1,999
50,400000,3,,2,1,3,2,1144
19,1400000,4,1,5,2,13,2,2049
21,1150000,3,,2,2,12,2,1442
4,418000,3,,2,2,12,3,926
26,1600000,5,,4,,18,2,42
4,650000,4,,3,2,37,,1647
34,560000,1,1,1,1,28,1,560
16,2400000,4,1,6,,8,,3400
15,467000,3,,2,2,1,3,879
11,1750000,3,1,4,2,3,3,1668
1,5000000,3,1,5,4,1,2,2421
1,2100000,2,,2,1,1,,1270
6,9000000,6,,6,,2,,10355
11,4030000,,,,,33,,6200
11,6415500,,,,,47,,9870
11,5100000,,,,,33,,8500
1,2300000,2,1,2,2,1,,1463
1,1291840,3,,2,,1,2,1468
23,1750000,3,,3,,1,2,1442
27,320000,3,,2,1,11,,1067
1,2200000,3,,2,1,1,2,1240
21,240000,3,,2,,25,,895
18,1200000,7,,4,,4,,3900
21,460000,3,,2,1,12,2,1207
21,3000000,5,,4,4,2,,8000
11,2350000,4,1,4,3,11,1,3000
4,345000,3,,2,,11,,947
11,1430000,3,1,4,2,11,1,1593
17,180000,3,,2,,59,3,960
8,2400000,5,,5,,8,2,4000
12,1768000,3,1,3,3,11,2,1777
12,1380000,3,1,3,2,3,2,1572
12,1550000,3,1,4,,3,2,2066
3,1374000,2,,2,1,1,,1145
33,850000,2,,2,2,10,1,1066
11,720000,1,1,1,,1,,676
5,620000,2,2,2,2,12,2,1200
20,4160000,1,,1,1,10,2,1541
11,1650000,3,1,3,2,3,2,2038
23,790000,3,1,3,1,12,2,1372
11,1400000,4,1,5,3,3,1,1208
11,690000,3,,2,1,11,,1380
8,450000,3,,2,1,11,2,1200
21,550000,4,,2,2,12,3,1313
33,632000,2,,2,,1,2,912
33,632000,2,,2,,1,2,912
40,630000,3,,2,1,11,1,1323
33,600000,2,,2,1,14,2,850
11,1800000,3,1,4,3,3,1,2650
11,1500000,3,1,4,2,3,1,2165
11,1350000,3,1,4,2,3,1,1688
33,680000,3,,2,1,3,1,1000
3,1080000,1,,1,1,3,1,900
34,3150000,4,,5,3,3,1,3466
1,2000000,3,1,5,4,3,1,1905
11,820000,3,,2,1,3,1,1280
1,1550000,2,1,2,1,3,1,1766
5,1250000,3,1,2,2,12,2,1678
5,1000000,2,,2,2,12,2,1440
14,520000,3,,2,1,31,1,1056
4,310000,3,,2,1,31,2,750
32,3280000,7,1,8,,7,3,4400
22,7500000,3,1,5,3,11,2,4025
19,320000,3,,2,2,10,3,
17,1100000,2,,2,1,14,1,1076
41,400000,3,,2,,11,2,1076
41,380000,3,,2,1,10,2,854
11,1850000,3,,3,,22,2,1715
33,600000,4,,3,,6,2,1300
11,628000,1,,1,,38,,500
3,950000,4,2,3,4,36,2,1890
2,11000000,4,1,4,10,2,2,12319
4,348000,3,,2,1,11,,1020
11,850000,3,,2,1,14,1,1252
4,520000,3,,2,1,3,1,1116
19,580000,3,,2,2,11,3,1230
1,1755000,3,1,3,,14,1,1755
1,1080000,3,,3,2,14,2,1378
1,820000,2,1,3,,14,2,1055
1,1000000,2,2,3,,14,2,1313
1,1199000,3,,3,,14,1,1378
32,1000000,3,,2,2,11,2,1259
5,520000,3,,2,2,3,2,1488
23,1750000,3,,3,,1,2,1442
23,1750000,3,,3,,1,2,1442
40,1350000,4,,3,2,11,1,1646
23,1298000,4,1,5,2,36,1,2380
14,385000,3,,2,,12,2,1385
14,430000,3,,2,,12,2,1385
8,420000,3,,2,,12,2,1129
21,348000,3,,2,,11,,1076
43,590000,3,,2,1,29,2,1307
29,569000,2,,2,,1,1,715
21,570000,3,,2,2,3,1,1473
16,379000,2,,2,1,1,2,650
16,520000,3,,2,,1,1,850
3,885000,3,,3,2,1,2,1302
3,702000,3,,2,2,1,2,1033
3,602000,2,1,2,2,1,2,883
3,435000,1,1,1,1,1,2,646
43,650000,3,,2,2,11,2,978
16,380000,3,,2,2,1,2,650
41,580000,3,,2,3,6,,
24,3600000,3,1,5,2,14,2,2013
1,1198800,1,,1,1,14,1,636
1,8200000,4,1,4,3,14,2,5088
1,4651500,4,1,4,3,14,2,3101
1,3100000,3,1,3,3,14,2,2065
1,2227500,3,,2,1,14,2,1485
1,1530000,2,,2,1,14,1,904
1,1322000,1,,1,1,14,1,756
1,1800000,2,,2,1,14,1,1076
26,550000,3,,2,1,6,2,16
43,1018000,3,1,2,2,3,2,1345
31,900000,4,1,3,,17,3,3293
19,1600000,4,1,4,,11,3,3928
14,493000,1,,1,1,10,1,645
33,1880000,3,1,4,2,1,2,1903
1,3000000,5,,4,,1,2,3300
9,1550000,5,,6,,32,2,3053
18,2150000,4,,3,,17,2,4500
48,3500,3,1,4,,37,,2600
48,1400000,3,1,4,2,37,,2600
14,724500,3,,2,1,11,2,1048
14,724500,3,,2,1,11,2,1048
14,580500,2,,1,2,11,2,730
11,688000,3,,2,1,1,1,1062
21,520000,3,1,2,2,1,2,
19,1350000,6,,5,,15,2,1920
1,1420000,2,,2,1,14,1,1399
11,2380000,5,1,5,3,3,2,3800
33,632000,2,,2,,1,2,912
4,725000,4,,3,,6,3,
16,730000,3,,2,1,11,,1109
13,900000,2,,2,1,1,1,1032
11,1980000,3,1,4,3,3,2,2535
21,510000,4,,2,2,12,1,1272
4,600000,2,,2,1,11,2,962
27,2300000,6,,6,2,88,2,1540
4,450000,3,,2,1,11,1,967
27,3000000,4,1,5,,4,2,2525
31,638000,3,,2,2,1,,975
5,415000,3,,2,1,12,2,1091
1,1200000,1,,1,1,14,1,1228
4,790000,3,1,3,,6,3,1540
14,420000,3,,2,,3,,1184
43,780000,3,,2,,45,3,2626
5,500000,3,,2,,25,2,1050
24,1450000,3,1,3,2,10,1,1555
24,1150000,2,,2,2,10,1,1200
1,9000,3,1,4,2,1,1,1590
1,9000,3,1,4,2,1,1,1590
1,10000,2,2,4,1,1,1,2416
1,2700000,2,,2,2,10,2,1087
24,1180000,2,,2,,10,1,1200
9,3700000,3,1,5,,29,2,3538
29,539000,2,,2,1,1,2,715
11,1200000,4,1,4,5,11,1,2800
4,318000,3,,2,1,5,2,830
26,1230000,4,1,4,3,19,2,
